num,pday,pTempMax_Deg,pTempMin_Deg,pWind_kmh,pWet_percent,pVisibility_km,pCloudCoverage_percent,pDayduration_hour,pregion,pTempMax_Deg_1,pTempMin_Deg_1,pWind_kmh_1,pWet_percent_1,pVisibility_km_1,pCloudCoverage_percent_1,pDayduration_hour_1
0,2010-03-12,10,1,14,73,10,18,11:44:0,languedoc-roussillon,10,1,14,73,10,18,11:44:0
1,2010-03-16,16,6,17,74,10,6,11:57:0,languedoc-roussillon,16,6,17,74,10,6,11:57:0
2,2010-03-29,18,11,10,77,10,18,12:34:0,corse,18,11,10,77,10,18,12:34:0
3,2010-04-06,17,8,15,77,10,24,12:56:0,corse,17,8,15,77,10,24,12:56:0
4,2010-04-09,20,11,17,81,10,7,13:9:0,languedoc-roussillon,20,11,17,81,10,7,13:9:0
5,2010-05-26,20,16,16,85,10,11,15:4:0,languedoc-roussillon,20,16,16,85,10,11,15:4:0
6,2010-05-31,22,19,31,73,10,30,15:11:0,languedoc-roussillon,22,19,31,73,10,30,15:11:0
7,2010-05-31,20,18,44,72,10,18,15:9:0,provence-alpes-c-te-d-azur,20,18,44,72,10,18,15:9:0
8,2010-05-31,20,18,44,72,10,18,15:9:0,provence-alpes-c-te-d-azur,20,18,44,72,10,18,15:9:0
9,2010-06-28,28,21,11,75,9.875,13,15:25:0,languedoc-roussillon,28,21,11,75,9.875,13,15:25:0
10,2010-07-06,28,22,19,69,10,1,15:18:0,languedoc-roussillon,28,22,19,69,10,1,15:18:0
11,2010-07-08,28,24,17,67,10,6,15:16:0,languedoc-roussillon,28,24,17,67,10,6,15:16:0
12,2010-07-24,28,19,24,65,10,17,14:51:0,languedoc-roussillon,28,19,24,65,10,17,14:51:0
13,2010-07-24,27,19,45,61,10,7,14:49:0,provence-alpes-c-te-d-azur,27,19,45,61,10,7,14:49:0
14,2010-07-26,27,21,22,67,10,16,14:47:0,languedoc-roussillon,27,21,22,67,10,16,14:47:0
15,2010-07-26,27,21,22,67,10,16,14:47:0,languedoc-roussillon,27,21,22,67,10,16,14:47:0
16,2010-07-29,28,22,26,72,10,17,14:40:0,languedoc-roussillon,28,22,26,72,10,17,14:40:0
17,2010-07-31,28,19,14,64,10,2,14:36:0,languedoc-roussillon,28,19,14,64,10,2,14:36:0
18,2010-08-11,29,20,15,57,9.875,18,14:9:0,languedoc-roussillon,29,20,15,57,9.875,18,14:9:0
19,2010-08-17,27,17,19,69,10,0,13:55:0,languedoc-roussillon,27,17,19,69,10,0,13:55:0
20,2010-08-28,26,17,26,86,9,9,13:19:0,corse,26,17,26,86,9,9,13:19:0
21,2010-08-28,27,20,24,70,10,2,13:25:0,languedoc-roussillon,27,20,24,70,10,2,13:25:0
22,2010-08-28,26,17,26,86,9,9,13:19:0,corse,26,17,26,86,9,9,13:19:0
23,2010-08-28,27,20,24,70,10,2,13:25:0,languedoc-roussillon,27,20,24,70,10,2,13:25:0
24,2010-08-29,26,19,12,78,10,14,13:16:0,corse,26,19,12,78,10,14,13:16:0
25,2010-08-30,25,16,27,61,10,2,13:18:0,languedoc-roussillon,25,16,27,61,10,2,13:18:0
26,2010-08-30,25,16,27,61,10,2,13:18:0,languedoc-roussillon,25,16,27,61,10,2,13:18:0
27,2010-08-30,25,16,27,61,10,2,13:18:0,languedoc-roussillon,25,16,27,61,10,2,13:18:0
28,2010-08-30,23,16,47,67,10,1,13:18:0,provence-alpes-c-te-d-azur,23,16,47,67,10,1,13:18:0
29,2010-08-30,25,16,27,61,10,2,13:18:0,languedoc-roussillon,25,16,27,61,10,2,13:18:0
30,2010-08-30,23,16,47,67,10,1,13:18:0,provence-alpes-c-te-d-azur,23,16,47,67,10,1,13:18:0
31,2010-08-30,25,16,27,61,10,2,13:18:0,languedoc-roussillon,25,16,27,61,10,2,13:18:0
32,2010-08-30,25,16,27,61,10,2,13:18:0,languedoc-roussillon,25,16,27,61,10,2,13:18:0
33,2010-08-30,23,16,47,67,10,1,13:18:0,provence-alpes-c-te-d-azur,23,16,47,67,10,1,13:18:0
34,2010-08-31,26,13,15,66,10,1,13:11:0,corse,26,13,15,66,10,1,13:11:0
35,2010-08-31,26,13,15,66,10,1,13:11:0,corse,26,13,15,66,10,1,13:11:0
36,2010-08-31,26,14,24,69,10,0,13:15:0,languedoc-roussillon,26,14,24,69,10,0,13:15:0
37,2010-08-31,26,14,24,69,10,0,13:15:0,languedoc-roussillon,26,14,24,69,10,0,13:15:0
38,2010-08-31,26,14,24,69,10,0,13:15:0,languedoc-roussillon,26,14,24,69,10,0,13:15:0
39,2010-08-31,26,14,24,69,10,0,13:15:0,languedoc-roussillon,26,14,24,69,10,0,13:15:0
40,2010-08-31,26,14,24,69,10,0,13:15:0,languedoc-roussillon,26,14,24,69,10,0,13:15:0
41,2010-09-03,25,16,8,84,9.75,8,13:3:0,corse,25,16,8,84,9.75,8,13:3:0
42,2010-09-04,29,19,15,69,10,10,13:4:0,languedoc-roussillon,29,19,15,69,10,10,13:4:0
43,2010-09-11,25,15,12,82,10,5,12:41:0,corse,25,15,12,82,10,5,12:41:0
44,2010-09-15,25,18,17,74,10,2,12:32:0,provence-alpes-c-te-d-azur,25,18,17,74,10,2,12:32:0
45,2010-09-16,24,16,18,89,9,28,12:27:0,corse,24,16,18,89,9,28,12:27:0
46,2010-09-20,22,14,12,69,10,8,12:17:0,languedoc-roussillon,22,14,12,69,10,8,12:17:0
47,2010-10-02,22,15,9,87,10,24,11:42:0,corse,22,15,9,87,10,24,11:42:0
48,2010-10-03,21,17,39,92,8.75,41,11:38:0,languedoc-roussillon,21,17,39,92,8.75,41,11:38:0
49,2010-10-04,23,18,20,93,8.5,40,11:37:0,corse,23,18,20,93,8.5,40,11:37:0
50,2010-12-10,13,4,11,84,10,7,9:12:0,corse,13,4,11,84,10,7,9:12:0
51,2010-12-10,13,4,11,84,10,7,9:12:0,corse,13,4,11,84,10,7,9:12:0
52,2011-02-08,14,7,7,85,10,0,10:12:0,languedoc-roussillon,14,7,7,85,10,0,10:12:0
53,2011-02-09,13,7,9,76,10,,10:14:0,languedoc-roussillon,13,7,9,76,10,,10:14:0
54,2011-02-12,13,7,11,91,10,23,10:22:0,languedoc-roussillon,13,7,11,91,10,23,10:22:0
55,2011-02-12,13,7,11,91,10,23,10:22:0,languedoc-roussillon,13,7,11,91,10,23,10:22:0
56,2011-02-28,11,5,28,74,10,32,11:7:0,languedoc-roussillon,11,5,28,74,10,32,11:7:0
57,2011-03-02,13,6,14,77,10,44,11:14:0,languedoc-roussillon,13,6,14,77,10,44,11:14:0
58,2011-03-06,12,6,27,68,9.875,56,11:25:0,languedoc-roussillon,12,6,27,68,9.875,56,11:25:0
59,2011-03-07,14,7,26,76,10,16,11:28:0,languedoc-roussillon,14,7,26,76,10,16,11:28:0
60,2011-03-10,14,6,13,83,10,5,11:37:0,languedoc-roussillon,14,6,13,83,10,5,11:37:0
61,2011-03-11,14,7,16,89,10,21,11:40:0,languedoc-roussillon,14,7,16,89,10,21,11:40:0
62,2011-03-24,17,11,8,71,10,0,12:20:0,languedoc-roussillon,17,11,8,71,10,0,12:20:0
63,2011-04-08,20,8,14,95,7.75,14,13:8:0,rh-ne-alpes,20,8,14,95,7.75,14,13:8:0
64,2011-04-11,23,13,18,79,10,4,13:14:0,languedoc-roussillon,23,13,18,79,10,4,13:14:0
65,2011-04-13,18,12,15,88,10,16,13:14:0,corse,18,12,15,88,10,16,13:14:0
66,2011-04-18,18,11,10,72,10,4,13:28:0,corse,18,11,10,72,10,4,13:28:0
67,2011-05-16,23,14,23,64,10,5,14:44:0,languedoc-roussillon,23,14,23,64,10,5,14:44:0
68,2011-05-24,28,19,13,69,9.875,6,14:59:0,languedoc-roussillon,28,19,13,69,9.875,6,14:59:0
69,2011-05-27,22,15,24,85,9.125,27,15:5:0,languedoc-roussillon,22,15,24,85,9.125,27,15:5:0
70,2011-06-19,21,18,25,64,10,1,15:14:0,corse,21,18,25,64,10,1,15:14:0
71,2011-06-19,21,18,25,64,10,1,15:14:0,corse,21,18,25,64,10,1,15:14:0
72,2011-06-19,22,15,36,68,10,1,15:24:0,provence-alpes-c-te-d-azur,22,15,36,68,10,1,15:24:0
73,2011-06-25,29,18,15,74,10,1,15:24:0,provence-alpes-c-te-d-azur,29,18,15,74,10,1,15:24:0
74,2011-06-28,26,22,15,75,10,5,15:25:0,languedoc-roussillon,26,22,15,75,10,5,15:25:0
75,2011-06-30,27,18,23,64,10,1,15:24:0,languedoc-roussillon,27,18,23,64,10,1,15:24:0
76,2011-06-30,24,18,38,77,10,1,15:22:0,provence-alpes-c-te-d-azur,24,18,38,77,10,1,15:22:0
77,2011-07-01,23,16,37,76,10,3,15:20:0,provence-alpes-c-te-d-azur,23,16,37,76,10,3,15:20:0
78,2011-07-08,28,25,11,72,10,2,15:5:0,corse,28,25,11,72,10,2,15:5:0
79,2011-07-20,24,17,28,70,10,9,14:59:0,languedoc-roussillon,24,17,28,70,10,9,14:59:0
80,2011-07-23,23,19,29,71,10,13,14:43:0,corse,23,19,29,71,10,13,14:43:0
81,2011-08-08,25,19,29,67,10,19,14:18:0,languedoc-roussillon,25,19,29,67,10,19,14:18:0
82,2011-08-09,25,16,30,70,10,8,14:16:0,languedoc-roussillon,25,16,30,70,10,8,14:16:0
83,2011-08-09,25,16,30,70,10,8,14:16:0,languedoc-roussillon,25,16,30,70,10,8,14:16:0
84,2011-08-10,26,19,9,64,10,2,14:5:0,corse,26,19,9,64,10,2,14:5:0
85,2011-08-10,26,19,9,64,10,2,14:5:0,corse,26,19,9,64,10,2,14:5:0
86,2011-08-13,28,20,22,63,10,12,14:5:0,languedoc-roussillon,28,20,22,63,10,12,14:5:0
87,2011-08-16,27,21,13,83,10,5,13:51:0,corse,27,21,13,83,10,5,13:51:0
88,2011-08-21,28,23,14,82,10,3,13:45:0,languedoc-roussillon,28,23,14,82,10,3,13:45:0
89,2011-08-27,24,20,28,75,10,13,13:23:0,corse,24,20,28,75,10,13,13:23:0
90,2011-08-27,24,20,28,75,10,13,13:23:0,corse,24,20,28,75,10,13,13:23:0
91,2011-08-30,27,18,16,69,10,6,13:20:0,languedoc-roussillon,27,18,16,69,10,6,13:20:0
92,2011-09-05,26,18,20,72,9.875,17,13:2:0,languedoc-roussillon,26,18,20,72,9.875,17,13:2:0
93,2011-09-06,24,19,12,71,10,2,12:56:0,corse,24,19,12,71,10,2,12:56:0
94,2011-09-08,25,20,14,85,10,2,12:50:0,corse,25,20,14,85,10,2,12:50:0
95,2011-09-09,30,20,15,75,10,2,12:51:0,languedoc-roussillon,30,20,15,75,10,2,12:51:0
96,2011-09-10,25,21,18,89,10,14,12:48:0,languedoc-roussillon,25,21,18,89,10,14,12:48:0
97,2011-09-11,28,22,9,87,10,3,12:42:0,corse,28,22,9,87,10,3,12:42:0
98,2011-09-22,30,16,10,64,10,8,12:12:0,languedoc-roussillon,30,16,10,64,10,8,12:12:0
99,2011-10-03,30,18,10,53,10,0,11:39:0,languedoc-roussillon,30,18,10,53,10,0,11:39:0
100,2011-10-05,24,17,9,86,10,2,11:36:0,corse,24,17,9,86,10,2,11:36:0
101,2011-10-05,29,17,14,82,10,0,11:33:0,languedoc-roussillon,29,17,14,82,10,0,11:33:0
102,2011-10-05,29,17,14,82,10,0,11:33:0,languedoc-roussillon,29,17,14,82,10,0,11:33:0
103,2011-10-06,24,17,13,81,10,4,11:32:0,corse,24,17,13,81,10,4,11:32:0
104,2011-10-07,21,17,35,83,9.875,27,11:29:0,corse,21,17,35,83,9.875,27,11:29:0
105,2011-10-07,21,17,35,83,9.875,27,11:29:0,corse,21,17,35,83,9.875,27,11:29:0
106,2011-10-07,21,17,35,83,9.875,27,11:29:0,corse,21,17,35,83,9.875,27,11:29:0
107,2011-10-07,21,17,35,83,9.875,27,11:29:0,corse,21,17,35,83,9.875,27,11:29:0
108,2011-10-07,19,15,31,67,10,9,11:28:0,languedoc-roussillon,19,15,31,67,10,9,11:28:0
109,2011-10-08,20,13,16,67,9.875,8,11:27:0,corse,20,13,16,67,9.875,8,11:27:0
110,2011-10-08,19,12,36,68,10,10,11:24:0,languedoc-roussillon,19,12,36,68,10,10,11:24:0
111,2011-10-08,19,12,36,68,10,10,11:24:0,languedoc-roussillon,19,12,36,68,10,10,11:24:0
112,2011-10-09,20,14,21,62,10,5,11:24:0,corse,20,14,21,62,10,5,11:24:0
113,2011-10-09,20,14,21,62,10,5,11:24:0,corse,20,14,21,62,10,5,11:24:0
114,2011-10-09,20,12,47,78,10,7,11:22:0,provence-alpes-c-te-d-azur,20,12,47,78,10,7,11:22:0
115,2011-10-09,22,14,32,70,10,20,11:21:0,languedoc-roussillon,22,14,32,70,10,20,11:21:0
116,2011-10-11,28,16,18,74,10,0,11:16:0,languedoc-roussillon,28,16,18,74,10,0,11:16:0
117,2011-10-13,24,15,26,72,10,1,11:9:0,languedoc-roussillon,24,15,26,72,10,1,11:9:0
118,2011-10-17,20,14,14,84,10,4,10:58:0,languedoc-roussillon,20,14,14,84,10,4,10:58:0
119,2011-10-18,19,12,12,76,10,1,11:0:0,corse,19,12,12,76,10,1,11:0:0
120,2011-10-20,17,10,24,83,10,9,10:55:0,corse,17,10,24,83,10,9,10:55:0
121,2011-12-15,12,10,28,79,10,11,9:8:0,corse,12,10,28,79,10,11,9:8:0
122,2012-01-06,12,7,45,68,10,3,9:16:0,corse,12,7,45,68,10,3,9:16:0
123,2012-01-15,12,3,8,65,9.75,9,9:27:0,corse,12,3,8,65,9.75,9,9:27:0
124,2012-02-08,4,-5,17,61,10,12,10:10:0,languedoc-roussillon,4,-5,17,61,10,12,10:10:0
125,2012-02-09,7,-2,23,58,10,15,10:14:0,languedoc-roussillon,7,-2,23,58,10,15,10:14:0
126,2012-02-20,9,3,33,63,10,1,10:43:0,languedoc-roussillon,9,3,33,63,10,1,10:43:0
127,2012-02-22,16,3,18,51,10,0,10:49:0,languedoc-roussillon,16,3,18,51,10,0,10:49:0
128,2012-02-23,15,5,15,69,10,8,10:53:0,provence-alpes-c-te-d-azur,15,5,15,69,10,8,10:53:0
129,2012-03-05,12,6,38,63,10,4,11:24:0,languedoc-roussillon,12,6,38,63,10,4,11:24:0
130,2012-03-05,12,6,38,63,10,4,11:24:0,languedoc-roussillon,12,6,38,63,10,4,11:24:0
131,2012-03-08,13,7,44,67,10,11,11:33:0,languedoc-roussillon,13,7,44,67,10,11,11:33:0
132,2012-03-09,14,5,29,65,10,2,11:37:0,languedoc-roussillon,14,5,29,65,10,2,11:37:0
133,2012-03-10,15,5,23,62,10,4,11:41:0,corse,15,5,23,62,10,4,11:41:0
134,2012-03-10,16,5,18,54,10,8,11:40:0,languedoc-roussillon,16,5,18,54,10,8,11:40:0
135,2012-03-10,15,5,23,62,10,4,11:41:0,corse,15,5,23,62,10,4,11:41:0
136,2012-03-22,18,6,20,62,10,24,12:16:0,corse,18,6,20,62,10,24,12:16:0
137,2012-03-28,21,13,8,75,10,1,12:34:0,languedoc-roussillon,21,13,8,75,10,1,12:34:0
138,2012-03-30,22,12,28,58,10,0,12:40:0,languedoc-roussillon,22,12,28,58,10,0,12:40:0
139,2012-03-31,18,6,16,85,10,2,12:41:0,corse,18,6,16,85,10,2,12:41:0
140,2012-03-31,18,6,16,85,10,2,12:41:0,corse,18,6,16,85,10,2,12:41:0
141,2012-04-28,23,19,28,55,10,26,13:56:0,corse,23,19,28,55,10,26,13:56:0
142,2012-04-28,19,14,36,78,9.875,49,14:3:0,languedoc-roussillon,19,14,36,78,9.875,49,14:3:0
143,2012-05-13,22,14,22,63,10,4,14:39:0,languedoc-roussillon,22,14,22,63,10,4,14:39:0
144,2012-06-21,26,20,13,88,9,7,15:14:0,corse,26,20,13,88,9,7,15:14:0
145,2012-06-23,28,18,14,64,10,6,15:26:0,languedoc-roussillon,28,18,14,64,10,6,15:26:0
146,2012-06-25,29,21,26,66,10,8,15:26:0,languedoc-roussillon,29,21,26,66,10,8,15:26:0
147,2012-07-01,30,27,6,60,10,20,15:10:0,corse,30,27,6,60,10,20,15:10:0
148,2012-07-04,26,21,18,70,10,16,15:20:0,languedoc-roussillon,26,21,18,70,10,16,15:20:0
149,2012-07-13,26,21,18,68,10,1,14:58:0,corse,26,21,18,68,10,1,14:58:0
150,2012-07-13,26,21,18,68,10,1,14:58:0,corse,26,21,18,68,10,1,14:58:0
151,2012-07-13,25,19,25,63,10,17,15:9:0,languedoc-roussillon,25,19,25,63,10,17,15:9:0
152,2012-07-15,24,22,26,60,10,0,14:56:0,corse,24,22,26,60,10,0,14:56:0
153,2012-07-16,27,16,22,67,10,1,15:4:0,languedoc-roussillon,27,16,22,67,10,1,15:4:0
154,2012-07-16,26,16,30,73,10,0,15:3:0,provence-alpes-c-te-d-azur,26,16,30,73,10,0,15:3:0
155,2012-07-18,30,21,19,67,10,2,15:1:0,languedoc-roussillon,30,21,19,67,10,2,15:1:0
156,2012-07-19,29,22,16,70,10,11,14:59:0,languedoc-roussillon,29,22,16,70,10,11,14:59:0
157,2012-07-21,24,18,39,75,10,6,14:54:0,provence-alpes-c-te-d-azur,24,18,39,75,10,6,14:54:0
158,2012-07-21,26,18,21,68,9.875,9,14:55:0,languedoc-roussillon,26,18,21,68,9.875,9,14:55:0
159,2012-07-22,26,17,28,62,10,6,14:54:0,languedoc-roussillon,26,17,28,62,10,6,14:54:0
160,2012-07-22,26,17,28,62,10,6,14:54:0,languedoc-roussillon,26,17,28,62,10,6,14:54:0
161,2012-07-23,26,19,14,74,10,11,14:50:0,provence-alpes-c-te-d-azur,26,19,14,74,10,11,14:50:0
162,2012-07-27,26,22,14,82,9.875,4,14:44:0,languedoc-roussillon,26,22,14,82,9.875,4,14:44:0
163,2012-07-28,28,22,10,69,9.625,8,14:41:0,languedoc-roussillon,28,22,10,69,9.625,8,14:41:0
164,2012-08-09,32,21,13,70,10,3,14:14:0,languedoc-roussillon,32,21,13,70,10,3,14:14:0
165,2012-08-13,29,21,15,69,10,13,14:4:0,languedoc-roussillon,29,21,15,69,10,13,14:4:0
166,2012-08-17,30,21,15,60,10,2,13:53:0,languedoc-roussillon,30,21,15,60,10,2,13:53:0
167,2012-08-18,29,23,12,69,10,3,13:50:0,languedoc-roussillon,29,23,12,69,10,3,13:50:0
168,2012-08-20,31,24,9,71,10,1,13:39:0,corse,31,24,9,71,10,1,13:39:0
169,2012-08-24,28,24,19,92,10,23,13:33:0,languedoc-roussillon,28,24,19,92,10,23,13:33:0
170,2012-08-26,25,18,40,73,10,7,13:28:0,provence-alpes-c-te-d-azur,25,18,40,73,10,7,13:28:0
171,2012-08-28,26,21,17,86,7.375,57,13:23:0,languedoc-roussillon,26,21,17,86,7.375,57,13:23:0
172,2012-08-31,21,16,52,77,10,2,13:13:0,provence-alpes-c-te-d-azur,21,16,52,77,10,2,13:13:0
173,2012-08-31,24,21,36,70,10,13,13:10:0,corse,24,21,36,70,10,13,13:10:0
174,2012-09-13,21,14,51,73,10,2,12:36:0,provence-alpes-c-te-d-azur,21,14,51,73,10,2,12:36:0
175,2012-09-13,23,15,31,68,10,14,12:36:0,languedoc-roussillon,23,15,31,68,10,14,12:36:0
176,2012-09-14,26,13,24,71,10,3,12:33:0,languedoc-roussillon,26,13,24,71,10,3,12:33:0
177,2012-11-13,15,7,24,67,10,9,9:44:0,languedoc-roussillon,15,7,24,67,10,9,9:44:0
178,2013-02-03,9,3,41,61,10,10,10:0:0,languedoc-roussillon,9,3,41,61,10,10,10:0:0
179,2013-02-24,4,-2,46,65,5.75,66,10:58:0,provence-alpes-c-te-d-azur,4,-2,46,65,5.75,66,10:58:0
180,2013-04-13,16,10,15,80,10,8,13:19:0,provence-alpes-c-te-d-azur,16,10,15,80,10,8,13:19:0
181,2013-04-18,21,15,13,81,10,6,13:35:0,languedoc-roussillon,21,15,13,81,10,6,13:35:0
182,2013-04-25,21,14,11,68,10,42,13:54:0,languedoc-roussillon,21,14,11,68,10,42,13:54:0
183,2013-06-23,23,18,34,68,10,4,15:26:0,languedoc-roussillon,23,18,34,68,10,4,15:26:0
184,2013-06-25,24,15,25,63,10,6,15:26:0,languedoc-roussillon,24,15,25,63,10,6,15:26:0
185,2013-07-03,24,21,13,76,9.875,27,15:9:0,corse,24,21,13,76,9.875,27,15:9:0
186,2013-07-12,26,23,12,75,9.875,13,14:59:0,corse,26,23,12,75,9.875,13,14:59:0
187,2013-07-17,29,22,12,67,9.875,21,15:3:0,languedoc-roussillon,29,22,12,67,9.875,21,15:3:0
188,2013-07-25,29,23,10,80,10,3,14:39:0,corse,29,23,10,80,10,3,14:39:0
189,2013-08-01,29,25,21,67,10,0,14:33:0,languedoc-roussillon,29,25,21,67,10,0,14:33:0
190,2013-08-04,30,25,9,72,10,15,14:18:0,corse,30,25,9,72,10,15,14:18:0
191,2013-08-09,29,19,22,70,10,9,14:14:0,languedoc-roussillon,29,19,22,70,10,9,14:14:0
192,2013-08-11,31,19,17,68,10,2,14:9:0,languedoc-roussillon,31,19,17,68,10,2,14:9:0
193,2013-08-20,26,18,9,72,9.625,8,13:39:0,corse,26,18,9,72,9.625,8,13:39:0
194,2013-08-24,28,21,26,81,10,15,13:35:0,languedoc-roussillon,28,21,26,81,10,15,13:35:0
195,2013-08-25,24,22,22,78,10,18,13:26:0,corse,24,22,22,78,10,18,13:26:0
196,2013-09-01,28,19,20,73,10,7,13:12:0,languedoc-roussillon,28,19,20,73,10,7,13:12:0
197,2013-09-01,28,19,20,73,10,7,13:12:0,languedoc-roussillon,28,19,20,73,10,7,13:12:0
198,2013-09-04,28,17,6,74,10,5,12:59:0,corse,28,17,6,74,10,5,12:59:0
199,2013-09-11,21,15,41,73,10,3,12:43:0,provence-alpes-c-te-d-azur,21,15,41,73,10,3,12:43:0
200,2013-09-14,24,19,15,76,10,3,12:32:0,corse,24,19,15,76,10,3,12:32:0
201,2013-09-17,20,14,41,75,10,9,12:24:0,corse,20,14,41,75,10,9,12:24:0
202,2013-09-17,20,14,41,75,10,9,12:24:0,corse,20,14,41,75,10,9,12:24:0
203,2013-09-19,24,16,30,73,10,2,12:19:0,languedoc-roussillon,24,16,30,73,10,2,12:19:0
204,2013-09-19,24,16,30,73,10,2,12:19:0,languedoc-roussillon,24,16,30,73,10,2,12:19:0
205,2013-09-20,26,15,23,73,10,15,12:16:0,languedoc-roussillon,26,15,23,73,10,15,12:16:0
206,2013-10-01,23,17,15,89,10,13,11:45:0,corse,23,17,15,89,10,13,11:45:0
207,2013-10-03,24,17,17,83,10,14,11:39:0,corse,24,17,17,83,10,14,11:39:0
208,2013-10-04,23,18,17,89,9.375,24,11:37:0,corse,23,18,17,89,9.375,24,11:37:0
209,2013-10-22,22,18,43,92,9.875,41,10:44:0,provence-alpes-c-te-d-azur,22,18,43,92,9.875,41,10:44:0
210,2013-10-28,23,18,11,94,8,27,10:32:0,corse,23,18,11,94,8,27,10:32:0
211,2013-10-28,23,18,11,94,8,27,10:32:0,corse,23,18,11,94,8,27,10:32:0
212,2013-11-03,19,15,24,91,9,44,10:17:0,corse,19,15,24,91,9,44,10:17:0
213,2013-11-06,20,14,27,80,10,7,10:9:0,corse,20,14,27,80,10,7,10:9:0
214,2013-11-07,21,16,16,86,10,4,10:7:0,corse,21,16,16,86,10,4,10:7:0
215,2013-11-09,19,14,22,90,9,34,10:2:0,corse,19,14,22,90,9,34,10:2:0
216,2013-11-14,14,9,35,76,10,8,9:42:0,languedoc-roussillon,14,9,35,76,10,8,9:42:0
217,2014-02-13,14,8,18,74,9.375,34,10:26:0,languedoc-roussillon,14,8,18,74,9.375,34,10:26:0
218,2014-02-23,14,8,16,80,10,6,10:54:0,languedoc-roussillon,14,8,16,80,10,6,10:54:0
219,2014-03-08,18,8,16,63,10,1,11:32:0,languedoc-roussillon,18,8,16,63,10,1,11:32:0
220,2014-03-15,19,10,30,75,10,14,11:53:0,languedoc-roussillon,19,10,30,75,10,14,11:53:0
221,2014-03-18,20,14,11,79,10,2,12:2:0,languedoc-roussillon,20,14,11,79,10,2,12:2:0
222,2014-03-19,19,11,22,72,10,10,12:5:0,languedoc-roussillon,19,11,22,72,10,10,12:5:0
223,2014-03-30,16,12,21,83,10,29,12:39:0,languedoc-roussillon,16,12,21,83,10,29,12:39:0
224,2014-04-07,19,13,15,81,10,13,13:2:0,languedoc-roussillon,19,13,15,81,10,13,13:2:0
225,2014-04-13,14,9,13,95,5.5,52,13:24:0,rh-ne-alpes,14,9,13,95,5.5,52,13:24:0
226,2014-04-29,21,12,21,71,10,10,14:5:0,languedoc-roussillon,21,12,21,71,10,10,14:5:0
227,2014-05-13,19,12,33,60,10,9,14:38:0,languedoc-roussillon,19,12,33,60,10,9,14:38:0
228,2014-05-13,19,12,33,60,10,9,14:38:0,languedoc-roussillon,19,12,33,60,10,9,14:38:0
229,2014-05-14,21,12,24,63,10,4,14:40:0,languedoc-roussillon,21,12,24,63,10,4,14:40:0
230,2014-05-18,21,13,10,74,9.75,18,14:40:0,corse,21,13,10,74,9.75,18,14:40:0
231,2014-05-24,21,17,9,74,10,5,14:50:0,corse,21,17,9,74,10,5,14:50:0
232,2014-06-04,22,17,15,78,10,12,15:5:0,corse,22,17,15,78,10,12,15:5:0
233,2014-06-10,27,23,15,61,10,2,15:22:0,languedoc-roussillon,27,23,15,61,10,2,15:22:0
234,2014-06-17,25,19,17,60,10,16,15:25:0,languedoc-roussillon,25,19,17,60,10,16,15:25:0
235,2014-06-20,24,20,17,73,10,3,15:14:0,corse,24,20,17,73,10,3,15:14:0
236,2014-06-28,26,22,8,72,10,5,15:12:0,corse,26,22,8,72,10,5,15:12:0
237,2014-06-28,26,22,8,72,10,5,15:12:0,corse,26,22,8,72,10,5,15:12:0
238,2014-07-03,28,21,10,72,10,13,15:10:0,corse,28,21,10,72,10,13,15:10:0
239,2014-07-05,25,20,17,84,10,17,15:7:0,corse,25,20,17,84,10,17,15:7:0
240,2014-07-17,28,24,19,72,10,1,15:3:0,languedoc-roussillon,28,24,19,72,10,1,15:3:0
